OK 1 368 12.454433571
OK 2 377 12.034420088
OK 3 325 11.611617272
OK 4 355 11.512644355
OK 5 352 11.692821121
OK 6 344 11.864625555
OK 7 347 11.571687964
OK 8 355 11.745389043
OK 9 349 12.142731068
OK 10 356 11.790017919
OK 11 364 11.951843060
OK 12 326 11.064063182
OK 13 353 11.840576517
OK 14 350 11.467000748
OK 15 328 11.223947733
OK 16 359 12.268768836
OK 17 340 12.052711553
OK 18 343 11.939283780
OK 19 343 11.878065225
OK 20 365 12.348669300
